sid,schid,condition,tch_experience,sex,freelunch,race,content_area,score
5255,47,regular,5,boy,no,white,math,536
5255,47,regular,5,boy,no,white,reading,448
5256,49,regular.with.aide,9,girl,no,white,math,506
5256,49,regular.with.aide,9,girl,no,white,reading,453
5257,13,regular,6,boy,yes,white,math,513
5257,13,regular,6,boy,yes,white,reading,437
5258,26,regular.with.aide,6,girl,no,black,math,454
5258,26,regular.with.aide,6,girl,no,black,reading,410
5259,27,small.class,11,girl,no,black,math,454
5259,27,small.class,11,girl,no,black,reading,437
5260,47,small.class,11,girl,yes,white,math,500
5260,47,small.class,11,girl,yes,white,reading,436
5261,68,regular,10,boy,yes,white,math,547
5261,68,regular,10,boy,yes,white,reading,478
5262,33,regular,6,boy,no,black,math,434
5262,33,regular,6,boy,no,black,reading,390
5263,19,regular,6,boy,yes,black,math,444
5263,19,regular,6,boy,yes,black,reading,447
5264,43,regular,3,boy,no,white,math,449
5264,43,regular,3,boy,no,white,reading,411
5265,74,small.class,12,girl,no,white,math,536
5265,74,small.class,12,girl,no,white,reading,447
5266,76,small.class,22,girl,no,white,math,478
5266,76,small.class,22,girl,no,white,reading,425
5267,53,regular.with.aide,9,girl,yes,white,math,459
5267,53,regular.with.aide,9,girl,yes,white,reading,397
5268,23,regular,1,boy,yes,black,math,489
5268,23,regular,1,boy,yes,black,reading,425
5269,53,small.class,9,girl,yes,black,math,429
5269,53,small.class,9,girl,yes,black,reading,411
5270,43,small.class,0,girl,no,white,math,602
5270,43,small.class,0,girl,no,white,reading,455
5271,63,small.class,4,girl,no,white,math,520
5271,63,small.class,4,girl,no,white,reading,470
5272,79,regular.with.aide,12,boy,no,white,math,489
5272,79,regular.with.aide,12,boy,no,white,reading,447
5273,22,regular.with.aide,16,boy,yes,black,math,473
5273,22,regular.with.aide,16,boy,yes,black,reading,440
5274,21,regular.with.aide,5,boy,yes,white,math,602
5274,21,regular.with.aide,5,boy,yes,white,reading,456
5275,15,regular,11,boy,yes,black,math,468
5275,15,regular,11,boy,yes,black,reading,419
5276,28,small.class,3,girl,yes,black,math,449
5276,28,small.class,3,girl,yes,black,reading,400
5277,30,regular.with.aide,24,boy,yes,black,math,528
5277,30,regular.with.aide,24,boy,yes,black,reading,514
5278,32,regular.with.aide,2,boy,yes,black,math,506
5278,32,regular.with.aide,2,boy,yes,black,reading,442
5279,56,regular.with.aide,7,boy,yes,black,math,354
5279,56,regular.with.aide,7,boy,yes,black,reading,374
5280,36,small.class,7,boy,yes,white,math,418
5280,36,small.class,7,boy,yes,white,reading,405
5281,16,regular.with.aide,17,boy,yes,black,math,429
5281,16,regular.with.aide,17,boy,yes,black,reading,402
5282,21,regular,1,girl,yes,white,math,489
5282,21,regular,1,girl,yes,white,reading,407
5283,64,regular.with.aide,5,girl,yes,white,math,423
5283,64,regular.with.aide,5,girl,yes,white,reading,414
5284,9,regular.with.aide,14,boy,no,white,math,528
5284,9,regular.with.aide,14,boy,no,white,reading,465
5285,62,regular,16,boy,no,white,math,454
5285,62,regular,16,boy,no,white,reading,425
5286,49,regular,11,boy,yes,white,math,473
5286,49,regular,11,boy,yes,white,reading,433
5287,37,regular,5,girl,no,white,math,494
5287,37,regular,5,girl,no,white,reading,434
5288,15,regular.with.aide,3,girl,yes,black,math,463
5288,15,regular.with.aide,3,girl,yes,black,reading,465
5289,66,regular,8,girl,yes,white,math,454
5289,66,regular,8,girl,yes,white,reading,418
5290,41,regular,15,girl,no,white,math,626
5290,41,regular,15,girl,no,white,reading,545
5291,27,regular.with.aide,20,girl,yes,black,math,536
5291,27,regular.with.aide,20,girl,yes,black,reading,490
5292,69,small.class,6,boy,no,white,math,547
5292,69,small.class,6,boy,no,white,reading,453
5293,75,regular,11,boy,yes,white,math,434
5293,75,regular,11,boy,yes,white,reading,393
5294,79,regular.with.aide,12,girl,no,white,math,520
5294,79,regular.with.aide,12,girl,no,white,reading,443
5295,25,regular.with.aide,2,girl,yes,white,math,494
5295,25,regular.with.aide,2,girl,yes,white,reading,431
5296,61,regular,22,girl,no,white,math,454
5296,61,regular,22,girl,no,white,reading,433
5297,22,small.class,3,boy,yes,black,math,602
5297,22,small.class,3,boy,yes,black,reading,458
5298,20,regular,4,girl,no,black,math,506
5298,20,regular,4,girl,no,black,reading,421
5299,32,regular.with.aide,0,boy,yes,black,math,439
5299,32,regular.with.aide,0,boy,yes,black,reading,398
5300,32,small.class,14,boy,yes,black,math,399
5300,32,small.class,14,boy,yes,black,reading,393
5301,70,regular.with.aide,14,boy,yes,white,math,494
5301,70,regular.with.aide,14,boy,yes,white,reading,440
5302,68,small.class,6,girl,yes,white,math,520
5302,68,small.class,6,girl,yes,white,reading,442
5303,80,regular,4,girl,no,white,math,506
5303,80,regular,4,girl,no,white,reading,458
5304,3,small.class,10,boy,no,white,math,484
5304,3,small.class,10,boy,no,white,reading,427
5305,79,small.class,5,girl,no,white,math,559
5305,79,small.class,5,girl,no,white,reading,439
5306,79,regular,13,girl,no,white,math,513
5306,79,regular,13,girl,no,white,reading,456
5307,50,small.class,12,girl,no,white,math,602
5307,50,small.class,12,girl,no,white,reading,451
5308,10,regular.with.aide,12,girl,no,white,math,459
5308,10,regular.with.aide,12,girl,no,white,reading,418
5309,27,regular,0,boy,yes,black,math,494
5309,27,regular,0,boy,yes,black,reading,455
5310,63,regular.with.aide,7,boy,no,white,math,500
5310,63,regular.with.aide,7,boy,no,white,reading,490
5311,68,regular,16,girl,no,white,math,547
5311,68,regular,16,girl,no,white,reading,503
5312,69,regular,16,girl,no,white,math,520
5312,69,regular,16,girl,no,white,reading,439
5313,49,regular,11,boy,no,white,math,494
5313,49,regular,11,boy,no,white,reading,445
5314,64,regular,11,boy,no,white,math,494
5314,64,regular,11,boy,no,white,reading,455
5315,65,small.class,15,girl,yes,white,math,454
5315,65,small.class,15,girl,yes,white,reading,433
5316,30,regular.with.aide,24,boy,yes,black,math,559
5316,30,regular.with.aide,24,boy,yes,black,reading,470
5317,53,regular,3,girl,yes,black,math,463
5317,53,regular,3,girl,yes,black,reading,398
5318,7,regular,15,boy,no,white,math,528
5318,7,regular,15,boy,no,white,reading,460
5319,59,small.class,11,girl,no,white,math,500
5319,59,small.class,11,girl,no,white,reading,451
5320,69,regular,16,girl,no,white,math,626
5320,69,regular,16,girl,no,white,reading,455
5321,71,regular,6,boy,no,white,math,489
5321,71,regular,6,boy,no,white,reading,421
5322,76,regular,1,girl,no,white,math,478
5322,76,regular,1,girl,no,white,reading,445
5323,55,regular,13,boy,no,white,math,459
5323,55,regular,13,boy,no,white,reading,434
5324,3,regular.with.aide,9,girl,yes,white,math,576
5324,3,regular.with.aide,9,girl,yes,white,reading,460
5325,3,small.class,10,girl,no,white,math,513
5325,3,small.class,10,girl,no,white,reading,440
5326,64,regular,20,boy,no,other,math,459
5326,64,regular,20,boy,no,other,reading,428
5327,64,regular,11,girl,yes,white,math,444
5327,64,regular,11,girl,yes,white,reading,427
5328,56,regular.with.aide,7,boy,no,white,math,434
5328,56,regular.with.aide,7,boy,no,white,reading,386
5329,24,small.class,13,girl,yes,black,math,520
5329,24,small.class,13,girl,yes,black,reading,428
5330,44,regular.with.aide,0,boy,yes,black,math,468
5330,44,regular.with.aide,0,boy,yes,black,reading,414
5331,60,regular,13,boy,yes,white,math,429
5331,60,regular,13,boy,yes,white,reading,400
5332,33,small.class,1,girl,yes,black,math,459
5332,33,small.class,1,girl,yes,black,reading,440
5333,59,small.class,11,girl,no,white,math,468
5333,59,small.class,11,girl,no,white,reading,456
5334,63,regular,10,boy,no,white,math,536
5334,63,regular,10,boy,no,white,reading,485
5335,55,regular,13,girl,no,black,math,449
5335,55,regular,13,girl,no,black,reading,410
5336,29,regular.with.aide,17,boy,yes,black,math,444
5336,29,regular.with.aide,17,boy,yes,black,reading,442
5337,9,regular.with.aide,11,girl,no,white,math,463
5337,9,regular.with.aide,11,girl,no,white,reading,470
5338,56,regular,13,girl,yes,black,math,412
5338,56,regular,13,girl,yes,black,reading,388
5339,44,small.class,3,girl,yes,black,math,576
5339,44,small.class,3,girl,yes,black,reading,518
5340,22,regular.with.aide,7,boy,yes,black,math,449
5340,22,regular.with.aide,7,boy,yes,black,reading,407
5341,70,regular.with.aide,14,girl,yes,white,math,494
5341,70,regular.with.aide,14,girl,yes,white,reading,408
5342,76,regular,1,boy,no,white,math,484
5342,76,regular,1,boy,no,white,reading,433
5343,35,regular.with.aide,12,girl,yes,black,math,468
5343,35,regular.with.aide,12,girl,yes,black,reading,393
5344,66,small.class,15,boy,no,white,math,547
5344,66,small.class,15,boy,no,white,reading,465
5345,78,regular.with.aide,3,boy,yes,white,math,489
5345,78,regular.with.aide,3,boy,yes,white,reading,403
5346,73,regular.with.aide,14,girl,yes,black,math,463
5346,73,regular.with.aide,14,girl,yes,black,reading,422
5347,45,regular.with.aide,11,boy,no,black,math,405
5347,45,regular.with.aide,11,boy,no,black,reading,411
5348,3,small.class,9,boy,no,white,math,468
5348,3,small.class,9,boy,no,white,reading,445
5349,3,regular,8,boy,no,white,math,473
5349,3,regular,8,boy,no,white,reading,414
5350,16,regular.with.aide,6,girl,yes,black,math,444
5350,16,regular.with.aide,6,girl,yes,black,reading,414
5351,72,small.class,16,boy,no,white,math,489
5351,72,small.class,16,boy,no,white,reading,447
5352,23,small.class,11,girl,no,black,math,576
5352,23,small.class,11,girl,no,black,reading,450
5353,51,small.class,15,girl,no,white,math,528
5353,51,small.class,15,girl,no,white,reading,461
5354,70,regular.with.aide,27,girl,no,white,math,528
5354,70,regular.with.aide,27,girl,no,white,reading,450
5355,66,regular.with.aide,3,girl,no,white,math,454
5355,66,regular.with.aide,3,girl,no,white,reading,403
5356,6,regular,1,girl,yes,white,math,459
5356,6,regular,1,girl,yes,white,reading,422
5357,73,regular.with.aide,14,girl,yes,white,math,439
5357,73,regular.with.aide,14,girl,yes,white,reading,425
5358,39,small.class,2,girl,no,white,math,520
5358,39,small.class,2,girl,no,white,reading,450
5359,27,regular,0,boy,yes,black,math,478
5359,27,regular,0,boy,yes,black,reading,461
5360,63,small.class,7,girl,no,white,math,528
5360,63,small.class,7,girl,no,white,reading,465
5361,53,regular,3,boy,yes,white,math,444
5361,53,regular,3,boy,yes,white,reading,408
5362,59,regular.with.aide,8,girl,no,white,math,489
5362,59,regular.with.aide,8,girl,no,white,reading,455
5363,60,regular.with.aide,5,boy,no,white,math,468
5363,60,regular.with.aide,5,boy,no,white,reading,413
5364,25,small.class,12,girl,yes,black,math,473
5364,25,small.class,12,girl,yes,black,reading,447
5365,38,regular,13,girl,yes,white,math,576
5365,38,regular,13,girl,yes,white,reading,497
5366,71,regular,6,boy,yes,white,math,494
5366,71,regular,6,boy,yes,white,reading,424
5367,72,regular,12,girl,no,white,math,576
5367,72,regular,12,girl,no,white,reading,465
5368,56,regular,13,boy,no,white,math,459
5368,56,regular,13,boy,no,white,reading,434
5369,59,small.class,14,boy,yes,white,math,536
5369,59,small.class,14,boy,yes,white,reading,460
5370,68,regular.with.aide,10,girl,yes,black,math,439
5370,68,regular.with.aide,10,girl,yes,black,reading,405
5371,12,regular.with.aide,12,girl,yes,white,math,528
5371,12,regular.with.aide,12,girl,yes,white,reading,440
5372,13,regular.with.aide,6,boy,no,white,math,559
5372,13,regular.with.aide,6,boy,no,white,reading,455
5373,36,regular,15,boy,no,white,math,463
5373,36,regular,15,boy,no,white,reading,428
5374,76,regular,2,girl,no,white,math,468
5374,76,regular,2,girl,no,white,reading,422
5375,34,small.class,2,girl,no,white,math,473
5375,34,small.class,2,girl,no,white,reading,451
5376,39,regular,4,boy,yes,white,math,506
5376,39,regular,4,boy,yes,white,reading,434
5377,21,regular,1,girl,no,black,math,489
5377,21,regular,1,girl,no,black,reading,448
5378,27,regular.with.aide,10,girl,yes,black,math,473
5378,27,regular.with.aide,10,girl,yes,black,reading,430
5379,63,small.class,7,girl,no,white,math,484
5379,63,small.class,7,girl,no,white,reading,453
5380,70,small.class,8,boy,yes,white,math,547
5380,70,small.class,8,boy,yes,white,reading,447
5381,71,small.class,20,girl,yes,white,math,494
5381,71,small.class,20,girl,yes,white,reading,437
5382,59,regular.with.aide,8,girl,no,white,math,484
5382,59,regular.with.aide,8,girl,no,white,reading,461
5383,74,small.class,12,boy,no,white,math,449
5383,74,small.class,12,boy,no,white,reading,402
5384,43,regular,3,boy,no,white,math,536
5384,43,regular,3,boy,no,white,reading,468
5385,32,regular.with.aide,2,girl,yes,black,math,454
5385,32,regular.with.aide,2,girl,yes,black,reading,413
5386,56,small.class,21,girl,yes,white,math,489
5386,56,small.class,21,girl,yes,white,reading,428
5387,72,regular.with.aide,10,girl,yes,white,math,489
5387,72,regular.with.aide,10,girl,yes,white,reading,427
5388,76,regular.with.aide,13,girl,no,white,math,576
5388,76,regular.with.aide,13,girl,no,white,reading,497
5389,23,regular,1,girl,no,black,math,494
5389,23,regular,1,girl,no,black,reading,434
5390,44,regular.with.aide,0,boy,yes,black,math,473
5390,44,regular.with.aide,0,boy,yes,black,reading,439
5391,24,small.class,13,girl,no,black,math,478
5391,24,small.class,13,girl,no,black,reading,437
5392,65,regular,12,girl,no,white,math,473
5392,65,regular,12,girl,no,white,reading,431
5393,72,regular,12,girl,yes,white,math,494
5393,72,regular,12,girl,yes,white,reading,407
5394,75,regular.with.aide,11,boy,no,white,math,547
5394,75,regular.with.aide,11,boy,no,white,reading,456
5395,61,regular.with.aide,8,girl,no,white,math,520
5395,61,regular.with.aide,8,girl,no,white,reading,425
5396,17,small.class,5,girl,no,white,math,500
5396,17,small.class,5,girl,no,white,reading,445
5397,18,regular.with.aide,11,girl,yes,black,math,392
5397,18,regular.with.aide,11,girl,yes,black,reading,388
5398,27,regular,0,girl,yes,black,math,478
5398,27,regular,0,girl,yes,black,reading,425
5399,25,small.class,12,boy,no,black,math,506
5399,25,small.class,12,boy,no,black,reading,443
5400,61,regular.with.aide,8,girl,no,white,math,500
5400,61,regular.with.aide,8,girl,no,white,reading,419
5401,76,regular,2,boy,no,white,math,459
5401,76,regular,2,boy,no,white,reading,419
5402,24,regular.with.aide,10,boy,yes,black,math,473
5402,24,regular.with.aide,10,boy,yes,black,reading,425
5403,10,regular.with.aide,12,girl,no,black,math,547
5403,10,regular.with.aide,12,girl,no,black,reading,554
5404,47,small.class,11,boy,yes,white,math,500
5404,47,small.class,11,boy,yes,white,reading,437
5405,28,regular,7,girl,yes,black,math,468
5405,28,regular,7,girl,yes,black,reading,421
5406,43,small.class,15,boy,yes,white,math,576
5406,43,small.class,15,boy,yes,white,reading,437
5407,28,small.class,8,boy,no,black,math,489
5407,28,small.class,8,boy,no,black,reading,421
5408,31,regular,0,girl,yes,black,math,528
5408,31,regular,0,girl,yes,black,reading,456
5409,10,regular.with.aide,12,girl,no,white,math,547
5409,10,regular.with.aide,12,girl,no,white,reading,443
5410,60,small.class,1,boy,no,white,math,478
5410,60,small.class,1,boy,no,white,reading,437
5411,66,regular,8,boy,no,white,math,439
5411,66,regular,8,boy,no,white,reading,395
5412,53,regular.with.aide,9,girl,yes,white,math,468
5412,53,regular.with.aide,9,girl,yes,white,reading,421
5413,73,small.class,2,boy,no,white,math,463
5413,73,small.class,2,boy,no,white,reading,434
5414,57,regular.with.aide,8,girl,yes,white,math,375
5414,57,regular.with.aide,8,girl,yes,white,reading,386
5415,64,small.class,19,boy,no,white,math,536
5415,64,small.class,19,boy,no,white,reading,470
5416,30,regular.with.aide,24,girl,yes,black,math,576
5416,30,regular.with.aide,24,girl,yes,black,reading,503
5417,32,regular.with.aide,0,boy,yes,black,math,454
5417,32,regular.with.aide,0,boy,yes,black,reading,410
5418,7,regular.with.aide,3,boy,yes,white,math,520
5418,7,regular.with.aide,3,boy,yes,white,reading,414
5419,28,regular,9,boy,yes,black,math,468
5419,28,regular,9,boy,yes,black,reading,421
5420,46,small.class,4,girl,no,white,math,506
5420,46,small.class,4,girl,no,white,reading,470
5421,76,small.class,22,boy,no,white,math,513
5421,76,small.class,22,boy,no,white,reading,425
5422,2,regular,6,boy,yes,white,math,392
5422,2,regular,6,boy,yes,white,reading,400
5423,75,regular,11,boy,no,white,math,489
5423,75,regular,11,boy,no,white,reading,413
5424,50,regular.with.aide,12,boy,no,white,math,536
5424,50,regular.with.aide,12,boy,no,white,reading,453
5425,71,regular.with.aide,2,boy,yes,white,math,473
5425,71,regular.with.aide,2,boy,yes,white,reading,402
5426,28,small.class,2,girl,yes,black,math,463
5426,28,small.class,2,girl,yes,black,reading,434
5427,50,small.class,6,boy,yes,white,math,405
5427,50,small.class,6,boy,yes,white,reading,400
5428,67,regular,0,girl,no,white,math,559
5428,67,regular,0,girl,no,white,reading,458
5429,63,small.class,7,boy,yes,black,math,449
5429,63,small.class,7,boy,yes,black,reading,421
5430,8,small.class,8,girl,no,white,math,463
5430,8,small.class,8,girl,no,white,reading,421
5431,53,small.class,9,boy,no,white,math,423
5431,53,small.class,9,boy,no,white,reading,400
5432,64,regular,11,boy,yes,white,math,399
5432,64,regular,11,boy,yes,white,reading,400
5433,37,regular.with.aide,11,girl,no,white,math,506
5433,37,regular.with.aide,11,girl,no,white,reading,455
5434,62,small.class,6,boy,yes,white,math,444
5434,62,small.class,6,boy,yes,white,reading,413
5435,64,regular.with.aide,5,boy,no,white,math,429
5435,64,regular.with.aide,5,boy,no,white,reading,419
5436,50,regular.with.aide,12,boy,no,white,math,528
5436,50,regular.with.aide,12,boy,no,white,reading,445
5437,7,regular.with.aide,3,girl,no,white,math,626
